,adasen,bikolano,cebuano,chavacano,english,ilokano,ilonggo,kinaray-a,masbatenyo,paranan,romblomanon,spanish,tagalog,tausug,waray,yami
aik,123,0,0,0,0,102,0,0,5,1,0,0,4,0,0,35
kul,48,231,11,0,3,4,34,38,24,114,0,0,11,200,15,0
rei,0,0,0,158,15,0,0,0,0,0,0,139,0,0,0,0
_ew,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h_r,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,4
meb,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
eyb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
agw,30,5,28,0,0,7,72,78,0,3,25,0,8,3,34,0
zok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
itc,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ver,0,0,0,161,490,0,0,0,0,0,0,227,0,0,0,0
got,3,92,76,2,6,20,60,58,27,2,59,5,128,0,93,2
ukb,0,2,9,0,0,11,0,3,2,0,0,0,7,17,7,0
kib,21,0,0,0,0,11,3,3,2,0,0,0,1,12,2,0
sew,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
yre,0,0,0,1,12,0,0,0,0,0,12,0,0,0,0,13
ort,0,5,5,134,196,3,13,17,10,3,45,54,0,0,30,0
unt,51,6,92,300,1223,26,61,29,24,4,37,134,147,145,45,0
gob,0,16,15,31,0,14,19,19,14,0,24,19,14,0,18,0
lbo,0,0,3,1,0,12,2,2,0,0,0,3,0,0,3,0
guy,24,0,4,0,0,2,7,2,16,0,40,0,3,17,2,0
edt,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
gse,25,2,0,0,0,47,2,2,1,57,11,0,0,0,1,2
yuu,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0
ymu,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0
uho,0,31,44,0,0,0,70,50,80,0,62,0,29,0,48,0
edm,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0
eil,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
_y_,0,10,0,3321,0,0,0,0,0,0,0,3682,970,482,0,0
tep,6,0,0,0,0,5,0,0,0,1,0,2,0,0,0,5
v_e,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ret,9,82,24,41,153,28,20,29,35,123,36,49,22,0,20,1
aeb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vid,0,42,46,164,54,48,43,44,41,43,44,116,38,0,46,0
_gr,0,18,2,219,202,9,16,9,53,10,13,197,1,0,1,0
_in,363,828,631,122,1257,906,1827,854,1169,544,2480,231,817,7031,997,333
c_y,72,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0
phi,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
i_s,81,746,680,748,159,820,902,348,1159,834,470,83,621,1684,117,445
mhi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_hu,219,449,126,18,66,8,73,92,100,119,170,69,318,451,98,0
bol,0,77,9,0,1,0,3,2,0,0,50,74,6,0,0,0
oke,0,0,0,0,71,6,0,0,0,0,0,0,0,0,0,4
aib,151,108,3,0,0,74,2,11,3,11,139,0,39,201,1,5
lha,0,0,24,8,0,0,20,2,2,5,0,0,33,0,1,0
ons,0,16,1,32,139,0,12,9,33,2,5,58,0,0,8,2
ufi,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
uyd,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
w_a,51,87,67,0,70,128,117,101,79,91,209,0,131,68,96,189
gda,142,168,179,9,9,309,212,134,114,175,171,9,83,216,166,24
kea,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
huy,0,4,0,7,0,0,18,11,4,0,77,10,0,75,1,0
esc,0,0,0,265,10,0,0,0,0,0,0,236,0,0,0,0
ogb,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fli,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0
imy,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
ill,4,0,0,81,376,4,0,0,0,0,0,98,0,10,0,0
epu,0,0,0,1,6,0,0,0,0,246,0,42,0,0,0,0
syi,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0
njy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iou,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0
now,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,195
ora,12,68,76,334,9,54,50,36,55,13,61,229,48,0,68,29
tnu,0,0,0,0,0,0,0,1,0,85,0,0,2,0,0,0
_lk,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
nma,28,0,0,0,0,2,25,16,12,1,0,0,46,0,639,86
ldo,3,2,0,1,0,3,1,1,3,0,1,3,1,0,0,0
_ao,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,4
nos,0,66,7,100,1,8,3,3,55,8,2,351,4,0,5,11
fas,0,4,3,7,29,4,3,3,3,3,3,1,3,0,3,0
lfe,0,4,4,4,0,4,4,4,4,4,4,4,4,0,4,0
i_n,1256,1049,444,117,4,996,833,577,1092,1634,670,576,1026,801,1016,981
gso,3,22,154,0,0,9,24,2,75,44,0,0,0,0,12,6
ss_,0,0,0,0,246,0,0,0,0,9,0,0,0,0,0,0
kk_,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
stb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eyh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
fid,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
agc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
yi_,1,0,4,0,0,0,160,135,170,0,111,0,0,8,33,0
sou,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
baa,8,29,0,0,0,9,5,0,7,22,0,0,0,67,0,0
opp,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
oag,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
alz,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
tuy,2,32,21,60,0,1,23,27,56,0,116,15,14,16,10,0
icd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buh,0,186,325,0,0,0,153,142,169,5,164,0,145,152,406,0
rsw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_ce,0,17,2,260,69,2,2,2,17,2,2,95,17,0,2,0
ank,0,0,0,0,24,100,0,0,0,0,0,0,0,0,0,7
nus,57,9,21,0,0,16,0,5,11,1,7,0,14,191,8,0
iaq,0,0,0,4,0,0,4,4,2,1,0,4,0,0,1,0
vac,0,0,0,15,0,0,0,0,0,0,0,12,0,0,0,0
mul,69,7,7,0,132,63,7,15,28,63,3,123,377,425,63,0
ske,3,9,0,0,72,11,0,0,0,0,2,0,0,0,1,3
aym,1,0,0,0,1,32,0,0,0,0,0,0,0,244,0,0
god,0,23,282,0,228,7,489,4,444,0,86,0,8,0,267,7
eny,0,1,0,0,13,178,4,3,0,6,0,0,1,0,2,0
lto,318,4,4,36,0,10,2,3,5,0,18,28,2,0,1,0
cks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_ur,68,5,1,1,3,137,2,42,43,9,5,1,7,3,32,0
otr,0,0,1,378,0,0,0,0,7,0,0,446,0,0,0,0
chm,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
oss,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0
toh,0,1,3,0,0,0,1,17,0,0,0,0,55,0,7,0
ikp,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
w_o,4,3,5,0,23,0,1,0,1,1,2,0,5,0,4,21
wya,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,104
dry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
isn,1,2,0,0,0,4,0,0,2,0,2,0,2,0,0,84
ean,0,149,1,0,55,0,0,2,0,21,0,24,1,0,0,4
ksu,0,0,1,1,0,2,0,3,1,14,4,0,3,15,0,0
oic,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
zat,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,47
oaa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
why,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
oge,0,0,0,0,52,8,0,0,0,0,0,16,0,0,0,0
inv,0,0,0,35,0,0,0,0,0,0,0,22,0,0,0,0
taj,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
g_z,0,1,5,0,0,1,1,3,1,1,0,0,2,0,0,1
dtu,126,0,0,0,0,0,14,1,12,0,17,0,0,666,0,0
hqu,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
dab,55,3,4,7,3,2,19,25,10,3,11,27,3,4,4,5
o_y,49,8,1,1918,229,10,16,1,14,0,8,853,259,0,17,566
ybu,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ifa,0,3,3,6,0,3,3,3,3,3,3,1,3,0,3,0
uto,0,39,57,34,0,56,398,60,64,4,66,79,111,0,60,0
s_j,1,2,2,14,40,6,1,1,2,1,3,138,1,0,3,21
_cl,0,1,1,122,83,1,1,1,1,1,1,21,1,0,1,0
ald,18,189,0,17,0,216,1,0,11,205,4,40,5,25,0,0
abw,0,29,0,0,0,0,0,0,17,0,15,0,1,0,2,63
myr,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
aec,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
hue,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,0
luy,23,12,27,2,0,10,104,15,44,0,29,1,7,12,18,0
s_p,57,97,60,489,105,56,66,148,285,112,246,1083,43,70,90,11
_yn,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ago,7,274,134,43,41,63,245,89,342,63,147,68,257,0,111,104
ahe,3,129,31,0,0,20,22,11,4,0,13,0,0,0,20,508
eup,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yaw,283,15,280,0,0,130,76,72,107,6,201,0,28,691,294,10
coc,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0
uzg,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
gap,379,66,10,0,0,329,412,469,297,677,388,0,137,1,12,55
bom,0,0,0,4,3,2,0,0,0,0,0,3,0,0,0,0
f_m,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0
kol,0,9,10,0,0,3,7,10,13,3,0,0,80,0,4,26
arn,33,20,26,29,24,27,25,25,19,2,22,14,1,126,24,25
kuw,104,0,20,0,0,0,0,0,0,148,0,0,30,0,1,0
neb,9,1,0,0,2,2,0,0,0,9,0,0,0,0,0,33
lta,12,16,28,69,9,42,16,15,10,11,21,40,0,162,14,0
_re,36,13,6,756,470,27,13,13,7,1,25,887,6,0,3,4
rga,0,8,2,70,4,9,11,1,2,8,2,21,0,89,0,0
ucm,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
moc,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
ipm,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
run,93,6,1,0,8,62,5,697,55,35,0,0,27,136,13,0
erc,0,0,0,231,63,0,0,0,0,0,0,146,0,0,0,0
asg,1,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0
odu,0,0,8,6,0,0,0,0,4,2,0,17,0,0,0,0
ran,167,508,82,193,49,162,228,237,202,155,189,303,93,331,405,1737
yva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
yho,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0
wia,0,0,2,0,0,0,3,3,2,0,1,0,0,15,3,0
oar,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3
mud,3,2,0,5,0,5,1,8,7,19,0,17,0,41,0,0
w_y,55,1,0,0,15,0,4,1,2,0,5,0,0,25,1,1
kel,127,1,0,0,3,108,0,0,0,0,1,0,0,0,0,9
_zo,0,3,0,0,0,2,4,4,3,3,0,7,0,0,0,24
eww,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ijo,0,0,0,143,0,0,0,0,0,0,0,813,0,0,0,0
iam,0,0,0,0,0,37,0,6,1,0,0,2,0,0,0,0
lag,127,712,254,75,27,149,232,266,120,167,69,22,362,92,108,19
cua,0,0,0,529,0,0,18,0,0,0,0,449,0,0,0,0
ugd,1,18,18,0,0,0,4,22,3,0,42,0,2,56,2,0
dod,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ol_,0,55,215,34,7,68,63,49,54,48,0,32,181,0,40,0
lth,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
dep,1,0,2,20,45,8,0,0,1,0,3,9,0,0,0,68
exh,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
usb,4,2,2,0,21,4,0,0,0,0,0,0,2,0,0,0
m_v,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,22
mnu,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
rub,55,4,4,5,4,15,0,17,29,19,4,0,3,6,28,0
kuu,0,0,0,0,0,0,0,3,0,0,2,0,0,11,0,0
n_j,4,34,3,404,54,53,1,3,173,26,9,53,4,68,277,272
wog,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
liu,0,2,2,2,2,1,2,13,2,2,2,2,2,15,1,0
oby,0,12,0,0,0,0,7,17,1,1,4,0,0,0,0,0
aob,0,0,1,0,0,0,3,8,0,1,0,0,1,0,1,0
zsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
adn,22,0,0,0,2,5,0,0,0,0,0,1,0,0,0,24
tro,0,61,21,607,59,140,24,74,66,10,63,614,17,0,17,0
bar,178,103,38,96,28,84,47,111,213,135,117,95,19,236,169,0
_ma,4251,3856,3333,5125,866,3177,4479,4721,4564,3308,4169,686,3182,7978,3171,5697
hos,0,0,1,1,139,0,0,5,3,0,7,96,13,0,0,0
zqu,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
tch,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
mra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,67
t_y,444,2,0,214,136,4,2,0,0,0,4,36,2,174,3,0
_by,0,1,0,0,168,0,0,1,0,0,0,0,0,0,0,0
bes,17,28,0,12,97,2,3,27,25,15,14,21,0,0,0,0
lih,0,21,10,0,0,1,32,2,0,24,74,0,58,40,0,0
iva,0,0,0,2,6,0,0,0,0,0,0,11,0,0,0,48
_hi,4,281,344,199,1993,2,218,237,178,2604,97,379,835,3323,5510,0
lom,1,52,49,23,13,15,58,16,33,13,20,21,13,0,37,46
rli,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rru,5,0,0,6,6,25,0,0,0,14,0,4,0,0,0,0
dhu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ana,1774,607,1952,611,6,2418,1115,4335,1310,1205,934,108,1103,998,1673,3118
gpi,43,6,31,0,0,15,13,24,17,126,80,0,17,43,42,16
roz,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
chs,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
nej,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
eva,0,0,0,229,4,0,0,0,0,0,0,177,0,0,0,1
mat,300,237,360,112,18,362,488,471,646,295,613,80,499,612,734,154
in_,2287,2897,286,199,1076,702,689,895,1148,405,724,113,1555,11277,2724,523
_ua,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
omv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
del,17,0,0,1445,57,0,0,0,0,2,0,546,0,0,0,0
swi,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0
dto,0,155,1034,0,0,40,520,3,825,3,842,0,0,0,1003,14
zay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435
ho_,0,34,23,170,189,13,33,177,221,0,164,148,7,0,31,0
ogn,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0
osa,0,61,50,669,6,22,8,10,4,2,5,146,7,0,47,72
p_s,11,34,52,0,10,2,61,46,63,48,59,11,70,67,5,125
til,9,0,24,16,89,40,40,0,8,32,7,22,45,46,16,0
ery,0,9,0,0,99,0,0,1,3,0,1,0,0,0,1,2
tem,37,57,60,88,62,94,63,61,59,62,67,121,52,0,63,6
lov,0,0,0,0,42,0,0,0,0,0,0,2,0,0,0,60
uob,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
d_s,50,332,536,7,811,28,859,415,837,174,541,57,253,420,24,76
eke,2,0,0,0,8,9,0,0,0,3,0,0,0,0,0,106
rah,28,295,28,31,27,27,30,55,65,27,35,26,31,40,78,503
opk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
nki,0,0,0,0,7,1,0,0,0,0,0,0,0,0,72,3
p_a,8,24,20,0,74,27,4,15,7,33,11,4,57,15,15,45
lev,0,10,10,222,13,10,11,11,8,9,11,187,7,0,10,5
wom,0,0,5,0,63,0,0,0,0,0,0,0,0,0,0,0
yen,154,6,5,5,0,80,4,1,3,63,0,27,6,0,51,11
_ky,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1
bae,39,122,0,0,0,100,0,0,0,0,0,0,101,0,0,0
pis,67,36,25,18,3,17,72,109,31,20,48,2,17,10,25,38
_mi,208,278,1691,1154,159,44,47,56,117,151,311,541,43,777,77,253
elv,0,0,0,0,102,0,0,0,0,0,0,13,0,0,0,0
nfo,0,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0
kip,38,13,4,0,0,21,5,0,7,0,0,0,51,3,2,0
dat,119,29,28,0,6,62,0,0,19,51,21,4,34,82,1,0
rpi,1,0,0,2,2,2,0,0,0,2,0,10,2,2,0,0
oyf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nuo,0,0,86,0,0,2,4,1,1,0,0,0,4,0,18,0
zng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
lcr,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
whu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
eu_,0,1,2,2,1,0,2,2,0,0,2,0,1,0,0,0
scu,0,0,0,52,0,0,18,0,0,0,0,87,0,0,0,0
pig,30,0,16,4,1,37,5,13,0,0,7,5,13,2,8,0
pci,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
uar,0,23,0,36,11,144,0,0,0,0,0,36,0,0,7,0
onr,0,2,0,11,0,0,0,0,0,0,0,11,0,0,0,0
odt,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,14
nce,0,0,0,231,171,0,0,0,0,0,0,307,0,0,0,0
yt_,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
xpu,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
apr,0,0,3,19,0,1,1,11,21,0,14,13,0,0,10,0
gau,1,0,0,0,0,2,22,40,19,3,11,2,0,17,1,0
ron,4,579,507,47,28,74,199,53,54,77,86,837,17,0,160,2
_ox,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
sif,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tok,0,33,60,0,1,27,78,23,10,65,7,0,21,0,26,107
jik,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41
pye,0,26,0,0,0,0,0,18,18,0,43,0,0,0,29,0
lk_,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0
ngf,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
aiy,127,734,3,0,0,0,0,0,0,28,8,0,1,5,0,2
sbu,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ios,0,328,387,687,0,367,382,394,414,0,508,323,0,0,0,0
yda,61,0,0,0,0,94,0,12,0,0,0,0,0,5,7,0
ham,27,56,29,56,45,26,182,253,37,32,1198,48,51,534,38,37
fyi,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
eus,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
uup,1,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0
l_i,107,5,7,55,103,84,15,4,5,15,10,66,6,206,4,0
a_r,169,34,44,428,35,79,8,379,26,112,17,172,72,34,22,724
f_d,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
sit,54,12,11,227,65,80,13,12,16,16,20,27,1,16,5,10
ans,127,11,34,156,195,42,34,37,8,33,15,29,44,91,3,7
mby,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ji_,0,0,0,25,0,0,0,0,0,0,0,0,0,106,0,1274
wn_,0,0,0,0,194,0,0,0,0,0,0,0,0,677,0,0
nts,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
ush,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
nze,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
d_r,14,2,2,0,84,1,0,47,0,3,0,6,2,1,0,5
tdo,0,3,0,0,0,2,0,0,16,0,0,0,0,0,199,0
zmo,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
wok,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
eal,0,3,0,10,76,1,0,0,0,3,1,1,2,0,0,0
arq,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0
oof,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
eli,0,48,58,70,143,67,59,62,52,73,70,59,50,0,53,3
dga,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akk,0,0,0,0,0,113,0,0,0,9,0,0,0,43,0,0
zzl,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
muo,0,0,9,0,0,0,65,27,83,0,2,0,1,0,7,0
t_l,56,2,5,44,88,71,8,15,13,81,25,18,80,24,23,0
kou,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0
yth,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
d_c,0,3,0,25,245,0,0,0,0,0,0,27,0,0,0,0
jih,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
eyo,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,21
dru,93,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0
xt_,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
hek,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,10
acm,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
pew,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ked,13,0,0,0,121,10,0,0,0,196,0,0,0,0,0,38
wmo,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
han,3,791,1078,0,234,0,526,606,844,160,439,47,618,1902,4097,592
roc,7,0,0,0,26,0,0,0,0,0,0,41,0,0,0,0
buy,34,0,2,21,8,8,25,12,9,20,81,2,2,24,1,0
jac,0,11,12,14,11,9,12,11,11,12,12,38,11,0,9,0
oak,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0
ulp,0,0,0,20,0,2,1,3,0,0,21,7,0,0,1,0
iez,0,1,2,2,1,1,2,2,1,0,1,36,1,0,1,0
edp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ap_,108,34,53,3,4,19,14,17,34,204,30,12,243,147,18,238
f_v,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
mon,80,459,470,311,197,179,200,241,210,173,208,147,152,0,140,119
puw,12,0,0,0,0,0,0,14,0,14,0,0,6,2,0,0
rv_,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
a_h,178,400,277,1724,43,6,246,295,281,781,479,279,453,2196,3202,17
etm,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
mka,8,0,0,0,0,19,0,0,0,1,0,0,0,1,16,13
ica,0,0,0,92,34,0,0,2,0,0,0,113,0,0,0,0
w_i,144,14,13,0,55,97,16,24,6,4,86,0,9,141,27,1
elp,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
bob,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,23
anx,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
arp,7,0,0,2,3,14,0,0,0,2,2,2,2,4,0,0
h_k,0,2,1,0,2,0,0,0,0,0,22,0,2,3,0,12
hiy,0,8,0,0,0,0,6,3,0,5,2,0,12,211,1090,0
p_i,140,8,0,0,34,14,2,2,8,5,1,12,6,35,7,3
nug,16,105,47,1,0,34,201,218,25,12,59,0,53,37,30,0
ask,83,94,0,0,111,74,28,15,20,140,5,0,16,0,3,4
bud,13,0,20,0,0,1,22,22,14,4,11,0,0,34,4,0
c_s,53,2,0,0,17,0,5,5,0,5,4,36,1,0,0,0
yaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
vii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_pd,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
ggi,143,95,49,0,3,29,101,111,3,128,60,0,19,34,14,0
for,0,0,0,33,1077,0,0,0,0,0,0,40,0,0,0,0
arh,0,0,0,0,0,0,0,2,16,0,5,0,2,4,1,0
_dr,92,0,0,0,93,0,0,0,0,0,3,2,0,0,0,0
yie,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
juc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ect,0,0,0,25,50,0,0,0,0,0,0,16,0,0,0,0
aab,6,75,43,0,0,5,104,88,87,1,88,0,5,71,65,0
r_r,2,0,0,6,36,0,0,5,0,0,0,20,0,0,0,0
kcr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
egy,6,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0
_do,0,108,11,432,396,2,47,6,44,1,53,257,58,0,49,3920
btl,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
sav,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,60
phu,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ilh,0,0,39,0,0,0,1,1,1,0,1,0,0,0,1,0
_my,3,0,0,0,214,0,0,0,71,0,0,0,0,0,0,101
tue,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
ang,3181,3965,7705,531,83,2353,9323,11286,1583,2105,6549,52,9558,6319,2128,3147
dfo,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
buf,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
rda,13,12,12,100,12,47,12,12,12,12,12,119,12,13,12,0
ra_,134,308,155,3198,0,54,278,1354,881,203,610,1355,124,700,2137,1508
kd_,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
tae,0,15,0,0,0,72,0,0,0,0,0,0,0,0,0,0
enf,0,0,0,80,0,0,0,0,0,0,0,48,0,0,0,0
mip,3,0,68,0,0,7,0,0,0,5,0,0,8,6,5,10
ncu,0,0,0,26,0,0,0,0,0,0,0,23,0,0,0,0
ngm,24,6,1,0,0,42,0,0,1,14,1,0,1,0,0,1
inr,1,0,0,0,0,16,0,0,0,1,0,0,0,0,12,0
hee,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0
v_a,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
saf,0,2,2,2,3,1,2,4,1,1,0,2,2,0,1,0
nca,0,0,0,114,0,0,0,0,0,0,0,32,0,0,0,0
alk,23,0,0,2,29,25,0,0,0,1,0,0,0,10,0,0
gki,8,3,25,2,0,19,19,13,13,5,12,0,9,78,56,20
